MCC;Название;Группа;Обновлено;;;;;
3745;St. Regis Hotel;Отели и мотели;13.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3745,'St. Regis Hotel ');";
3746;The Eliot Hotel;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3746,'The Eliot Hotel ');";
3747;Clubcorp/club Resorts;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3747,'Clubcorp/club Resorts ');";
3748;Welesley Inns;Отели и мотели;15.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3748,'Welesley Inns ');";
3749;The Beverly Hills Hotel;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3749,'The Beverly Hills Hotel ');";
3750;Crowne Plaza Hotels;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3750,'Crowne Plaza Hotels ');";
3751;Homewood Suites;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3751,'Homewood Suites ');";
3752;Peabody Hotels;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3752,'Peabody Hotels ');";
3753;Greenbriah Resorts;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3753,'Greenbriah Resorts ');";
3754;Amelia Island Planation;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3754,'Amelia Island Planation ');";
3755;The Homestead;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3755,'The Homestead ');";
3756;South Seas Resorts;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3756,'South Seas Resorts ');";
3757;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3757,'Отели, мотели, курорты ');";
3758;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3758,'Отели, мотели, курорты ');";
3759;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3759,'Отели, мотели, курорты ');";
3760;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3760,'Отели, мотели, курорты ');";
3761;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3761,'Отели, мотели, курорты ');";
3762;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3762,'Отели, мотели, курорты ');";
3763;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3763,'Отели, мотели, курорты ');";
3764;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3764,'Отели, мотели, курорты ');";
3765;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3765,'Отели, мотели, курорты ');";
3766;Отели, мотели, курорты;Отели и мотели;13.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3766,'Отели, мотели, курорты ');";
3767;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3767,'Отели, мотели, курорты ');";
3768;Отели, мотели, курорты;Отели и мотели;16.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3768,'Отели, мотели, курорты ');";
3769;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3769,'Отели, мотели, курорты ');";
3770;Отели, мотели, курорты;Отели и мотели;13.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3770,'Отели, мотели, курорты ');";
3771;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3771,'Отели, мотели, курорты ');";
3772;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3772,'Отели, мотели, курорты ');";
3773;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3773,'Отели, мотели, курорты ');";
3774;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3774,'Отели, мотели, курорты ');";
3775;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3775,'Отели, мотели, курорты ');";
3776;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3776,'Отели, мотели, курорты ');";
3777;Отели, мотели, курорты;Отели и мотели;13.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3777,'Отели, мотели, курорты ');";
3778;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3778,'Отели, мотели, курорты ');";
3779;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3779,'Отели, мотели, курорты ');";
3780;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3780,'Отели, мотели, курорты ');";
3781;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3781,'Отели, мотели, курорты ');";
3782;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3782,'Отели, мотели, курорты ');";
3783;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3783,'Отели, мотели, курорты ');";
3784;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3784,'Отели, мотели, курорты ');";
3785;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3785,'Отели, мотели, курорты ');";
3786;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3786,'Отели, мотели, курорты ');";
3787;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3787,'Отели, мотели, курорты ');";
3788;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3788,'Отели, мотели, курорты ');";
3789;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3789,'Отели, мотели, курорты ');";
3790;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3790,'Отели, мотели, курорты ');";
3791;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3791,'Отели, мотели, курорты ');";
3792;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3792,'Отели, мотели, курорты ');";
3793;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3793,'Отели, мотели, курорты ');";
3794;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3794,'Отели, мотели, курорты ');";
3795;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3795,'Отели, мотели, курорты ');";
3796;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3796,'Отели, мотели, курорты ');";
3797;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3797,'Отели, мотели, курорты ');";
3798;Отели, мотели, курорты;Отели и мотели;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3798,'Отели, мотели, курорты ');";
3799;Отели, мотели, курорты;Отели и мотели;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3799,'Отели, мотели, курорты ');";
3816;Home2Suites;Отели и мотели;14.10.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3816,'Home2Suites ');";
3828;Cosmopolitan of Las Vegas;Отели и мотели;14.10.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3828,'Cosmopolitan of Las Vegas ');";
3830;Park Plaza Hotel;Отели и мотели;14.10.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3830,'Park Plaza Hotel ');";
3831;Waldorf;Отели и мотели;14.10.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3831,'Waldorf ');";
3832;Curio Hotels;Отели и мотели;18.04.2019;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3832,'Curio Hotels ');";
3833;Canopy;Отели и мотели;18.04.2019;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3833,'Canopy ');";
3834;Baymont Inn & Suites;Отели и мотели;18.04.2019;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3834,'Baymont Inn & Suites ');";
3835;Dolce Hotels and Resorts;Отели и мотели;18.04.2019;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3835,'Dolce Hotels and Resorts ');";
3836;Hawthorn by Wyndham;Отели и мотели;18.04.2019;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3836,'Hawthorn by Wyndham ');";
3882;Инкассация чека (обналичивание);;17.01.2019;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 3882,'Инкассация чека (обналичивание) ');";
4011;Железные дороги – перевозка грузов;Транспорт;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4011,'Железные дороги – перевозка грузов ');";
4111;Пассажирские перевозки - пригородные и местные пригородные рейсы, включая паромы;Транспорт;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4111,'Пассажирские перевозки - пригородные и местные пригородные рейсы, включая паромы ');";
4112;Пассажирские железнодорожные перевозки;Транспорт;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4112,'Пассажирские железнодорожные перевозки ');";
4119;Услуги скорой помощи;Транспорт;30.12.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4119,'Услуги скорой помощи ');";
4121;Лимузины и такси;Транспорт;30.12.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4121,'Лимузины и такси ');";
4131;Автобусные линии;Транспорт;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4131,'Автобусные линии ');";
4214;Агентства по автотранспортным перевозкам, местные/ дальные автогрузоперевозки, компании попереезду и хранению, местная доставка;Транспорт;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4214,'Агентства по автотранспортным перевозкам, местные/ дальные автогрузоперевозки, компании попереезду и хранению, местная доставка ');";
4215;Услуги курьера – по воздуху и на земле, агентство по отправке грузов;Транспорт;14.05.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4215,'Услуги курьера – по воздуху и на земле, агентство по отправке грузов ');";
4225;Складское хранение общественного пользования –сельскохозяйственных продуктов, охлаждаемые продукты, хранение предметов домашнего обихода;Транспорт;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4225,'Складское хранение общественного пользования –сельскохозяйственных продуктов, охлаждаемые продукты, хранение предметов домашнего обихода ');";
4304;Категория неизвестна;;14.10.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4304,'Категория неизвестна ');";
4411;Круизные линии;Транспорт;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4411,'Круизные линии ');";
4457;Аренда и наем суден;Транспорт;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4457,'Аренда и наем суден ');";
4468;Пристани для яхт, их обслуживание и поставка;Транспорт;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4468,'Пристани для яхт, их обслуживание и поставка ');";
4511;Авиалинии, авиакомпании - нигде более не классифицированные;Транспорт;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4511,'Авиалинии, авиакомпании - нигде более не классифицированные ');";
4582;Аэропорты, терминалы аэропортов, лётные поля;Транспорт;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4582,'Аэропорты, терминалы аэропортов, лётные поля ');";
4722;Туристические агентства и организаторы экскурсий;Транспорт;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4722,'Туристические агентства и организаторы экскурсий ');";
4723;Пакетные туроператоры - только Германия;Транспорт;18.04.2019;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4723,'Пакетные туроператоры - только Германия ');";
4729;Услуги пассажирских перевозок – нигде более не классифицированные;Транспорт;31.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4729,'Услуги пассажирских перевозок – нигде более не классифицированные ');";
4784;Дорожный и мостовой сборы, пошлины;Транспорт;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4784,'Дорожный и мостовой сборы, пошлины ');";
4785;Категория неизвестна;;01.03.2019;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 4785,'Категория неизвестна ');";
